	dg_d	dg_v	ca3_d	ca3_v	ca2	ca1_d	ca1_i	ca1_v	sst	pv
ENSMUSG00000060856	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000060860	66.3215	8.90557	10.6551	10.8808	10.2921	13.2691	10.918	10.0875	44.6212	23.3422
ENSMUSG00000060862	1.60027	0.7195	0.866418	0.887486	0.852306	1.36583	1.53361	0.977703	1.68661	1.33018
ENSMUSG00000060863	0	0	0	0	0	0	0	0	0	0.0181487
ENSMUSG00000060878	0	0.105685	0	0.0429556	0	0	0	0.0410365	0.0200828	0
ENSMUSG00000060879	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000060882	41.0809	27.154	33.9714	15.6784	63.9156	93.9235	71.5542	37.3974	12.0947	5.86363
ENSMUSG00000060887	0.0459443	0	0.0184922	0.0847261	0	0.0286138	0	0	0.0361242	0
ENSMUSG00000060888	0	0	0	0.0152061	0	0	0	0	0	0
ENSMUSG00000060890	2.54154	0.415684	0	0.0106405	0.0104824	0.0119628	0.246455	0	0.143576	0.0977692
ENSMUSG00000060899	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000060904	51.2978	62.5854	82.0862	82.6612	72.7971	81.9705	95.3717	94.9476	74.539	96.6366
ENSMUSG00000060905	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000060913	0	0	0	0	0	0	0	0	0.0194971	0
ENSMUSG00000060918	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000060923	19.8558	16.2864	29.0182	27.7696	44.3749	18.2778	16.1256	19.3812	52.4829	66.2005
ENSMUSG00000060924	17.98	25.847	18.3866	16.729	17.7393	19.3375	22.0181	23.7765	5.33204	9.8431
ENSMUSG00000060935	19.9365	19.2594	29.1607	27.0638	23.2712	22.2177	17.6996	19.0897	25.5457	18.1025
ENSMUSG00000060938	212.338	47.5445	45.4722	43.8907	38.1295	46.7861	53.8686	47.0334	139.324	87.2683
ENSMUSG00000060950	27.7121	7.22358	8.20674	11.1177	15.9861	12.4193	10.0911	10.1681	12.1073	27.9852
ENSMUSG00000060956	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000060961	90.3186	37.8782	0.144253	0.0659916	7.42045	0.0513095	0.26246	0.237826	1.28763	11.0803
ENSMUSG00000060962	0	0	0.260376	0.0188371	0	0.0722753	0.304541	0	0.621077	0.517442
ENSMUSG00000060967	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000060969	0	0	0	0	0	0	0	0	0	0.0249793
ENSMUSG00000060974	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000060981	0	0.332415	0.324927	0.0628173	0.456338	0.177336	0.346871	0	0.224756	0.586065
ENSMUSG00000060985	3.53047	2.03296	1.17336	1.64565	2.55387	0.168079	0.0433164	0.301536	0.603485	1.25995
ENSMUSG00000060988	5.22892	17.7175	4.25729	3.919	4.10612	13.5174	11.6017	10.8993	14.1813	2.96672
ENSMUSG00000060989	0.0637799	0.050428	0.0442193	0.0324806	0.0267385	0.0289601	0.055357	0.0136519	0.97596	0.0374933
ENSMUSG00000060992	21.8297	40.6794	34.2507	32.4635	43.8347	35.3009	40.8347	45.6163	36.723	48.3692
ENSMUSG00000061000	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061013	10.9368	6.16786	0.31888	0.0303808	0.277183	0.95217	0.58441	0.208772	15.4938	16.824
ENSMUSG00000061022	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061024	3.69331	6.38841	4.82016	6.38255	8.44308	6.35948	14.1601	7.6279	5.18562	10.5507
ENSMUSG00000061026	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061028	3.09761	3.7803	3.01505	3.59347	1.53861	3.31962	2.13281	3.21553	4.69527	5.28204
ENSMUSG00000061032	102.191	82.6787	124.506	131.69	133.731	140.485	156.916	150.197	111.11	127.894
ENSMUSG00000061039	0	0	0.050194	0.12194	0	0	0.0354826	0.0495055	0.128215	0.102784
ENSMUSG00000061046	26.0141	13.2005	10.677	12.8025	7.70142	20.263	17.1278	14.2045	36.8026	62.1498
ENSMUSG00000061048	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061062	0.0248078	0.96728	0.0099823	0	0.0180119	0.00722352	1.42507	0	1.7653	0.0076455
ENSMUSG00000061065	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061068	0	0	0	0	0.974903	0	0	0	0	0
ENSMUSG00000061075	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061079	2.85608	1.69426	2.72979	2.03296	2.40609	4.20159	3.61633	2.77539	1.88387	1.74177
ENSMUSG00000061080	57.9573	102.657	128.949	191.395	76.999	126.361	84.2322	58.9261	112.531	175.589
ENSMUSG00000061082	0	0	0	0	0	0	0	0	0	0.0166639
ENSMUSG00000061086	0	0.99016	0.50133	2.04965	0.295016	0.473159	0.15409	0.143901	0.85828	0.255568
ENSMUSG00000061091	0	0	0	0	0	0	0	0	0	1.02646
ENSMUSG00000061096	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061099	0.427632	0.161213	0.0679894	0.145692	0.0129793	0.0415969	0	0.0900353	0.0160402	0.0646546
ENSMUSG00000061100	0	0.111553	0	0	0	0.0238811	0	0	0	0
ENSMUSG00000061104	0	0	0	0	0	0.0153122	0	0	0	0
ENSMUSG00000061111	11.0022	13.4555	14.298	15.8026	14.1293	14.6485	8.64668	12.86	25.2053	39.9121
ENSMUSG00000061115	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061118	25.6287	26.4231	24.6965	27.0357	23.7403	30.5623	20.9808	37.6016	21.2659	31.7498
ENSMUSG00000061119	1.95823	5.07685	3.43268	1.71142	1.73822	1.35865	1.1682	1.06155	3.31319	2.20523
ENSMUSG00000061126	0	0	0	0.0118387	0	0	0	0	0.00713083	0
ENSMUSG00000061130	26.0195	32.4229	60.2377	45.4428	57.6415	48.1534	62.7963	46.5755	50.9956	57.0367
ENSMUSG00000061132	10.6163	2.26277	5.76599	0.0689501	3.01257	0.0140425	0.025358	2.92585	5.03054	0.0172284
ENSMUSG00000061136	22.0413	31.4817	23.986	21.131	30.9996	29.6859	20.7572	21.5011	25.3077	30.3497
ENSMUSG00000061143	13.7643	3.94495	1.61013	1.26142	5.37722	0.0552098	0.16353	0.23554	1.03481	0.16427
ENSMUSG00000061144	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061150	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061163	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061165	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061167	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061171	0.272589	4.0819	0	0	0	0	0.0565413	0	0	0
ENSMUSG00000061175	19.9957	17.2836	2.74591	6.15551	4.86253	4.98398	6.54426	6.68359	7.32629	4.95805
ENSMUSG00000061184	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061186	1.63865	0.899397	1.68123	3.35324	0.755014	0.404498	0.0406124	0.193143	1.03343	8.45038
ENSMUSG00000061195	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061200	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061207	17.5332	11.6531	4.12476	11.9985	8.65054	6.95138	7.7494	9.08108	7.06817	14.3992
ENSMUSG00000061208	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061210	0	0	0	0	0	0	0	0	0	0.201019
ENSMUSG00000061222	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061227	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061232	1.41231	0.268514	1.44786	0.674969	1.53217	0.403691	1.13558	0.221274	193.135	82.1919
ENSMUSG00000061241	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061242	0	0.0528491	0.122578	0	0.0707868	0	0	0	0	0.146915
ENSMUSG00000061244	14.7002	21.1825	23.6679	15.4625	20.2387	21.1599	21.1674	23.7169	11.3206	13.0629
ENSMUSG00000061246	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061259	0	0	0	0	0	0.00632982	0	0	0	0.0125811
ENSMUSG00000061261	0	0	0	0	0.11241	0	0	0	0	0
ENSMUSG00000061272	0	0	0	0	0	0.0584792	0	0	0.12761	0
ENSMUSG00000061273	6.89427	8.79393	12.4331	9.24465	14.6737	9.70945	9.44591	7.40132	12.2805	14.7989
ENSMUSG00000061283	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061286	1.4035	1.5552	1.68759	0.881562	1.23362	1.38593	1.61349	2.90001	4.5714	3.12655
ENSMUSG00000061288	22.3817	24.8621	16.9835	27.0808	18.6189	33.1512	35.3879	28.8199	28.5707	20.795
ENSMUSG00000061292	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061295	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061296	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061298	0.939466	1.29244	4.44182	6.22432	6.5972	2.75577	3.69338	8.56737	3.52635	2.89528
ENSMUSG00000061305	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061306	6.55408	8.75171	4.1387	3.61934	4.92621	4.00248	7.91096	6.29095	6.03748	3.97262
ENSMUSG00000061311	0	0.0989421	0.140349	0.00793429	0	0.0756185	0	0	0	0.0594741
ENSMUSG00000061313	14.9306	15.7207	21.2553	17.1975	17.0202	21.7691	17.188	17.6005	10.573	19.6342
ENSMUSG00000061315	75.6667	65.4191	72.6625	74.3475	64.6807	74.2262	93.2902	83.5912	180.575	144.794
ENSMUSG00000061322	0.0195399	0.246298	0.224609	0.0321669	0.141924	0	0.0216507	0.50887	0	0.212077
ENSMUSG00000061330	0	0	0	0.0328157	0	0	5.78857	0	0	0.088227
ENSMUSG00000061331	135.409	276.32	76.5749	51.4232	100.876	91.0237	50.0829	64.1592	71.6614	118.397
ENSMUSG00000061336	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061342	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061344	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061353	19.8998	12.4388	0.107742	5.88984	0.320551	0.0968437	0.240707	2.76255	0.0519996	0.0465006
ENSMUSG00000061356	0	0	0	0	0	0	0	0	0.053016	0
ENSMUSG00000061360	30.8403	19.6823	18.0069	19.1032	27.9442	27.5822	30.7677	18.2292	35.0678	35.9305
ENSMUSG00000061361	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061367	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061371	3.51055	3.02496	2.56089	3.38885	2.40612	3.26541	3.6603	3.37118	1.1012	2.48204
ENSMUSG00000061374	2.58874	1.8162	2.70249	3.18238	2.96384	2.49064	2.87331	2.33769	2.5319	3.6757
ENSMUSG00000061376	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061387	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061388	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061390	0	0	0	0.0314428	0	0.0410557	0	0	0.229317	0.0780102
ENSMUSG00000061392	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061393	0.262585	0.612492	0.286605	0.648947	0.987148	0.350392	0.108378	0.0930177	0.711905	0.116751
ENSMUSG00000061396	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061397	0	0	0	0	0	0	0.373687	0.784339	0	0
ENSMUSG00000061410	66.0457	43.4432	18.4507	25.1245	27.7884	33.9394	38.2141	28.536	9.22321	13.6005
ENSMUSG00000061411	29.8132	17.7699	29.7808	19.5018	9.28675	10.0018	17.6826	21.8041	9.77589	6.3558
ENSMUSG00000061414	0.0498401	0.638417	0	0.0341445	0	0.0327518	0	0.0443468	0.0318476	0.727206
ENSMUSG00000061436	24.1039	5.65555	6.28657	5.45745	6.48891	4.01895	4.35584	7.06971	11.4318	10.7548
ENSMUSG00000061451	93.308	16.0191	33.6978	27.4628	27.0591	41.3233	28.9074	21.6067	36.0548	29.1034
ENSMUSG00000061452	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061455	6.04539	4.31529	5.53704	7.1899	4.95547	5.191	6.0893	5.68418	8.54735	11.4071
ENSMUSG00000061457	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061458	3.46773	8.37486	7.14017	7.63665	8.63702	6.72872	8.34041	8.32723	6.09488	7.79427
ENSMUSG00000061461	11.9123	7.35661	10.4189	5.8487	7.23009	10.738	12.3175	9.94572	14.6486	14.9967
ENSMUSG00000061462	1.28685	0.687405	0.283688	0.16788	0.0628893	0.119491	0.288723	0.0769258	0	0.00947315
ENSMUSG00000061468	0	0.424996	0	0.0351733	0.096582	0.0674774	0	0.12195	0.158103	0.126421
ENSMUSG00000061469	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061474	21.9881	12.3341	23.0341	15.5601	15.3146	13.6168	13.0423	13.7574	30.0356	52.4563
ENSMUSG00000061477	126.828	60.9271	52.9119	51.1707	42.0726	54.8707	62.5961	64.5979	126.3	108.382
ENSMUSG00000061479	99.724	54.968	56.4969	59.0215	39.8642	59.7369	46.1007	57.5439	50.8355	76.5278
ENSMUSG00000061482	160.001	93.9003	37.604	62.0663	29.9867	84.2706	46.1653	72.4816	108.313	81.3382
ENSMUSG00000061486	0	0.0297507	0	0	0	0	0	0	0	0.0180023
ENSMUSG00000061488	0	0.0972715	0	0.025053	0	0	0	0	0	0.0932355
ENSMUSG00000061489	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061490	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061501	6.07	0	0	0	0	0	0	0	0	0
ENSMUSG00000061510	0	0	0.0390487	0.0256376	0.011733	0.00557929	0.018649	0	0.336178	0.243476
ENSMUSG00000061517	0	0	0	0	0.259685	0	0.0139411	0	0.064024	0.183477
ENSMUSG00000061518	219.837	143.297	179.145	215.718	194.483	251.958	279.682	303.836	443.748	650.943
ENSMUSG00000061520	0	0	0	0	0.0994535	0.0794644	0	0	0	0
ENSMUSG00000061524	0	0.00911319	0	0	0	0	0	0	0.0468241	0.0435378
ENSMUSG00000061525	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061527	0	0	0.468894	1.85354	0.0323949	0.0200293	0	0	0	0
ENSMUSG00000061531	0	0	0.0306722	0.0924605	0.26476	0	0.0237265	0.167501	1.45202	3.33848
ENSMUSG00000061532	12.5195	15.5031	12.6523	14.0504	13.5988	13.1426	17.6116	15.1033	8.16643	7.6677
ENSMUSG00000061533	6.47877	7.10898	0.523327	1.67177	1.84662	1.52723	1.12813	1.58655	3.08986	4.41476
ENSMUSG00000061535	0.0450132	0.0174535	0	0	0	0	0.0141408	0.135542	1.07151	0
ENSMUSG00000061536	14.4952	8.24862	7.40791	6.05233	10.8303	8.00137	9.72553	9.20373	7.68057	4.20497
ENSMUSG00000061540	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061544	0.0120497	0.571698	0.541209	0.515481	0.941159	0.0673658	0.143149	0.300307	0.574732	0.426406
ENSMUSG00000061549	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061559	32.5413	29.4609	24.9618	23.873	21.0907	24.0943	27.4681	23.3125	36.8893	32.6209
ENSMUSG00000061561	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061576	81.299	74.9261	78.3602	49.4832	120.316	99.7021	98.3935	82.2276	54.2006	51.0434
ENSMUSG00000061577	0	0	0	0	0	0	0	0	0.105681	0
ENSMUSG00000061578	28.1865	25.7922	18.9995	12.8342	8.98492	15.3965	14.8836	12.1059	7.18289	5.07211
ENSMUSG00000061584	0.229361	0.119374	0.0378804	0.0171415	0	0	0.0271028	0	0.0164669	0.226761
ENSMUSG00000061589	10.3327	9.47211	3.95588	3.03739	3.94755	5.26384	2.89022	4.17816	1.74964	2.28103
ENSMUSG00000061601	69.6937	63.2917	235.505	140.781	126.558	101.323	88.7867	93.5074	90.0007	73.5374
ENSMUSG00000061602	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061603	37.1981	40.2538	78.9112	71.0605	57.0379	69.4077	84.3732	78.3661	50.3552	47.5084
ENSMUSG00000061607	4.05485	7.46682	2.97153	2.37027	1.84133	2.00398	1.25456	2.57265	4.75177	3.32124
ENSMUSG00000061613	12.7988	8.10827	4.91442	5.6215	7.35245	6.24437	11.9649	10.0667	20.9696	17.1175
ENSMUSG00000061614	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061615	0.107848	0.403575	0.117006	0.0492148	0	0.0518269	0	0	0.279909	0
ENSMUSG00000061616	0.389445	0	0	0	0	0	0	0	0.0565399	0
ENSMUSG00000061619	0.103036	0.0479366	0.123761	0	0.0745219	0.0501828	0	0	0.271759	0.05963
ENSMUSG00000061626	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061633	0	0	0	0	0	0.0159549	0	0	0	0
ENSMUSG00000061637	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061650	9.82563	9.25384	9.34193	11.2066	8.48413	11.4765	9.63829	9.46696	15.1304	20.619
ENSMUSG00000061653	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061665	4.01543	7.84113	2.74769	3.40543	2.73355	3.17817	2.45834	2.04906	3.12688	3.53706
ENSMUSG00000061666	37.4279	32.2998	54.3086	55.2335	75.4161	46.6261	69.1177	59.393	84.2547	89.2463
ENSMUSG00000061669	0	0	0	0.0674373	0.0418996	0	0	0	0	0
ENSMUSG00000061684	0.319335	1.13818	0.382233	0.137421	0.200597	0.049973	0.0727467	0.146579	0.264676	0.0296969
ENSMUSG00000061686	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061689	70.7199	32.36	76.041	68.5198	66.6286	77.188	89.098	83.6233	32.7391	38.9598
ENSMUSG00000061701	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061702	0.918329	0.304072	0.0406905	0.123415	0.409586	0.558795	1.9708	8.61864	36.2737	2.62271
ENSMUSG00000061704	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061707	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061718	5.75823	3.29575	4.7706	2.14411	1.61412	12.8572	7.7458	7.0263	0.483981	0.05405
ENSMUSG00000061723	0.077232	0	0	0	0	0	0	0	0.0509375	0
ENSMUSG00000061724	0	0.0345883	0.0774916	0.0906208	0.0480656	0.0795942	0	0	0.0258019	0.0209296
ENSMUSG00000061728	0	0	0	0	0	0	0	0.0275187	0	0
ENSMUSG00000061731	11.3985	7.13883	16.0252	19.3604	30.6337	42.3233	35.1186	29.9293	3.71475	8.13271
ENSMUSG00000061740	0	0	0.100742	0.115884	0.249378	0.0154779	0	0	0.138552	0.0527254
ENSMUSG00000061742	0.823982	0.505473	0.144252	0.0864401	0.0746441	0.132	0.031426	0.13	0.0305458	0.0188519
ENSMUSG00000061751	291.985	177.12	128.535	102.166	281.883	279.106	221.356	161.724	36.2747	19.6142
ENSMUSG00000061755	26.3166	32.1439	26.0132	25.8346	35.8001	27.2306	28.4896	27.5847	20.0444	17.617
ENSMUSG00000061758	0	0.071304	7.29894	10.1371	7.00628	1.89328	3.81615	3.08379	16.6202	13.0619
ENSMUSG00000061759	8.59596	7.41733	8.38199	5.04888	6.00726	6.00199	7.44108	5.87654	6.16001	7.8304
ENSMUSG00000061762	0	0.025806	0	1.74378	0	0	0.0901012	0.0490524	49.3671	528.309
ENSMUSG00000061769	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061777	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061778	19.0611	12.6971	6.31059	7.05425	8.85771	7.62041	8.29691	5.15058	3.62046	4.04276
ENSMUSG00000061780	0	0.0494427	0	0	0	0	0	0	0	0
ENSMUSG00000061782	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061787	551.059	146.726	128.818	126.062	134.943	179.518	145.606	127.162	363.436	260.851
ENSMUSG00000061795	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061798	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061802	0	0	0.539859	0.00358106	0.153109	0	0	0	0.0303812	0.045259
ENSMUSG00000061808	0.0402339	0	0.0295546	0.0102144	0	0	0.0639111	0.0574771	0.0602042	0
ENSMUSG00000061809	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061815	0	0	0.0321588	0	0	0	0	0	0	0
ENSMUSG00000061816	0.0864966	0.172221	0.067298	0	0.0213332	0.0456217	0	0	0.772034	1.0683
ENSMUSG00000061825	0	0.0112874	0	0	0	0	0	0	0	0
ENSMUSG00000061829	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061833	0	0	0	0.0226513	0	0	0	0	0	0
ENSMUSG00000061835	0	0	1.42344	3.32458	0	0.765672	0	0.448012	0.173637	0
ENSMUSG00000061838	0	0.682892	0.0948738	0.317189	0.127232	0.264982	0	0.325329	0.117107	0.153512
ENSMUSG00000061843	0	0	0	0	0.222722	0	0	0	0	0
ENSMUSG00000061845	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061847	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061848	13.6079	0.043965	0.0347082	0.0719731	0.0329384	0.0543382	0	0.176659	0.311375	0.0291236
ENSMUSG00000061852	0	0	0	0	0	0	0	0	0.0288942	0
ENSMUSG00000061859	4.48888	2.25018	1.30829	0.780366	1.1598	2.67335	0.427948	0.679748	1.93085	2.36928
ENSMUSG00000061863	0.174762	0	0	0.444827	0	0	0	0	0.111671	0.23334
ENSMUSG00000061864	0.143035	0.0790149	2.66243	4.28695	1.58192	27.0185	25.444	20.2723	6.41413	27.1134
ENSMUSG00000061869	0	0	0	0.0415547	0	0.0467185	0	0	0.0500593	0.367033
ENSMUSG00000061875	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061877	0	0	0	0.0277024	0	0	0	0	0.0333721	0
ENSMUSG00000061878	0.614529	0.0110888	0.129028	0.0451571	0.0188841	0.0123336	0	0	0.297246	5.77751
ENSMUSG00000061882	0.119151	4.0132	0.513584	0.733948	1.01625	0.803736	1.81209	0.605419	0.90297	0.735938
ENSMUSG00000061887	66.2498	49.0771	36.9102	23.5198	16.2802	16.0956	30.1211	40.5046	22.9024	12.5376
ENSMUSG00000061894	2.68464	1.47649	0.633479	1.23475	1.32425	1.36346	1.10591	1.30408	0.441789	0.446515
ENSMUSG00000061897	0	0.998257	0	0	0.498102	0	2.09684	0	2.92462	0.0338728
ENSMUSG00000061898	1.20068	4.05175	2.10721	2.70703	1.64888	2.8747	2.90312	4.53751	1.32774	1.0527
ENSMUSG00000061900	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061904	130.855	115.261	146.231	147.987	172.361	161.481	145.511	161	199.862	254.432
ENSMUSG00000061906	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061911	49.9041	58.0664	73.5076	63.2992	98.3737	116.841	115.708	88.9823	40.0545	24.6881
ENSMUSG00000061923	0	0	0	0	0	0	0	0	0.0506501	0
ENSMUSG00000061928	0	0	0	0	0	0	0	0	0.181353	0
ENSMUSG00000061932	0	0	0	0.0551761	0	0	0	0	0	0
ENSMUSG00000061937	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061947	1.60954	0.30651	0	0.0304648	0	0.257191	0.67021	0	0.0148356	0
ENSMUSG00000061950	6.47694	7.84114	4.27701	3.29083	3.80582	3.48352	6.89953	5.137	7.60305	19.9474
ENSMUSG00000061952	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061958	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061959	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061961	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061969	0	0	0	0	0	0	0	0	0	0.0487448
ENSMUSG00000061971	0.0810179	0	0	0	0	0	0	0	0	0
ENSMUSG00000061972	0	0	0	0.461161	0	0.0311131	0	0	0.0379534	0
ENSMUSG00000061974	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061975	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061977	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061979	2.70108	1.72486	0.654239	1.37108	0.979092	1.75243	0.655441	1.18723	2.41566	3.0882
ENSMUSG00000061980	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061981	12.8286	9.03613	21.4875	17.9648	17.0969	15.3217	14.5317	15.7799	14.3836	9.97396
ENSMUSG00000061983	58.4152	27.4532	26.4312	43.7006	31.4473	40.4235	40.4854	38.3934	86.4254	63.8701
ENSMUSG00000061984	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061988	0	0	0	0	0	0	0	0	0	0.088012
ENSMUSG00000061991	0.24584	0	0	0	0	0	0	0	0	0
ENSMUSG00000061992	0	0	0	0	0	0	0	0	0.0358449	0
ENSMUSG00000062006	95.1078	47.7063	37.0954	47.5219	34.6947	49.0441	50.7848	53.3071	95.4856	100.902
ENSMUSG00000062007	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062012	3.06695	2.05556	2.38972	2.55196	2.32072	2.79419	1.6507	2.55533	2.70236	2.09863
ENSMUSG00000062014	45.8314	58.9325	129.923	102.612	126.366	61.5496	56.206	67.1791	61.103	35.6186
ENSMUSG00000062017	0	0	0	0	0	0.189036	0	0.0263897	0	0
ENSMUSG00000062028	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062031	0	0	0	0.202872	0.331173	0.182116	0.201529	0.150165	0.183512	0.111411
ENSMUSG00000062036	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062037	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062038	0.114548	0	0	0	0	0	0	0	0	0.0317545
ENSMUSG00000062040	5.3346	6.19519	6.35576	6.08558	6.20518	6.77654	8.74727	4.14338	7.50193	6.02284
ENSMUSG00000062042	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062044	76.8746	52.5601	33.7332	30.9777	25.9281	63.9733	44.5355	46.7574	26.9201	11.2558
ENSMUSG00000062046	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062054	0.118119	0.899669	1.91586	2.90435	4.68489	3.21037	5.06835	3.65173	6.8813	12.282
ENSMUSG00000062061	0	0	0	0	0	0	0	0	0	0.0190752
ENSMUSG00000062064	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062070	70.4898	50.9254	205.547	208.436	218.263	135.82	169.582	170.026	197.216	243.22
ENSMUSG00000062073	0	0	0.31406	0.433432	0.0890322	0.0558155	0.0433037	0.241671	0	0
ENSMUSG00000062074	0	0.0313627	0.0830892	0.222654	0.0126045	0	0	0.0608891	0.0859974	0.0809518
ENSMUSG00000062075	2.28366	1.91216	1.10019	1.10369	0.794719	1.51071	2.46668	1.09792	2.92245	1.71833
ENSMUSG00000062077	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062078	25.529	19.2122	13.2908	11.697	15.9789	17.0539	13.5116	12.8277	29.1691	19.4401
ENSMUSG00000062081	0.233247	0.112947	0.199041	0.108421	0.0784788	0.213396	0.19506	0.0636731	0.139404	0.128316
ENSMUSG00000062082	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062083	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062087	2.29957	5.87644	1.39242	2.29852	1.90541	1.94795	0.704759	2.19692	0.573789	3.40258
ENSMUSG00000062093	0	0.0138128	0	0.00673774	0	0	0	0	0	0
ENSMUSG00000062098	213.35	168.454	45.3481	50.1291	121.431	29.569	21.1636	17.747	26.9661	39.507
ENSMUSG00000062101	2.15982	0.277492	1.57565	0.910057	0.904277	0.585164	0.0879038	0.449691	0.434863	1.33399
ENSMUSG00000062103	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062105	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062110	2.88125	6.48285	6.57409	6.21149	6.4147	4.89806	3.91373	4.9534	7.67016	5.96221
ENSMUSG00000062115	36.6157	12.9469	10.5664	10.862	8.34475	12.1175	23.101	28.6872	8.86229	11.5322
